manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,review,rating,rating_category,B,S,S*,C,V,L,Sa,Cluster
Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",65.0,4.0,"sweet, candy-like, nutty",3.25,Recommended,1,1,1,1,1,0,0,1
Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,2.0,"spicy, candied, complex",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",75.0,4.0,"dairy, pudding",3.75,Highly Recommended,1,1,1,1,1,0,0,1
Loon,U.S.A.,2021,Bolivia,Alto Beni,70.0,3.0,"sweet, sl. smokiness, fruit",2.75,Disappointing,1,1,1,1,0,0,0,2
Loon,U.S.A.,2021,Belize,Maya Mountain,75.0,3.0,"cherry, fatty, cocoa",3.0,Recommended,1,1,1,1,0,0,0,2
Love Bar,U.S.A.,2015,Nicaragua,Nicaragua,75.0,2.0,"multiple off flavors, metallic",2.0,Disappointing,1,1,1,0,0,0,0,0
Love Brown,Taiwan,2018,Nicaragua,Medalla,75.0,2.0,potting soil,2.5,Disappointing,1,1,1,0,0,0,0,0
Love Brown,Taiwan,2018,Sumatra,Sumatra,70.0,2.0,"smokey, earthy, cocoa",3.0,Recommended,1,1,1,0,0,0,0,0
Love Brown,Taiwan,2018,Nicaragua,O'Payo,80.0,2.0,"nutty, mild dairy",3.25,Recommended,1,1,1,0,0,0,0,0
Love Brown,Taiwan,2018,Nicaragua,Chuno,78.0,2.0,intense mocha flavor,3.5,Highly Recommended,1,1,1,0,0,0,0,0
Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81.0,2.0,"oily, burnt, earthy",3.25,Recommended,1,1,1,0,0,0,0,0
Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70.0,2.0,"rustic, basic cocoa, earthy",3.0,Recommended,1,1,1,0,0,0,0,0
Luisa Abram,Brazil,2021,Brazil,Wild Jurua (limited edition for Caputo's),70.0,3.0,"mild sweet honey, rum, off",3.25,Recommended,1,1,1,1,0,0,0,2
Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,72.0,3.0,"smoke, fruit, ham, fatty",3.25,Recommended,1,1,1,1,0,0,0,2
Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46.0,5.0,"very sweet, caramel, candy",2.75,Disappointing,1,1,1,1,1,1,0,1
Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60.0,5.0,"sticky, marshmallow, cocoa",3.0,Recommended,1,1,1,1,1,1,0,1
Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58.0,5.0,"watered down coffee, cocoa",3.0,Recommended,1,1,1,1,1,1,0,1
Luker,Colombia,2010,Colombia,Santander,65.0,5.0,"marshmallow, rich brownie",3.5,Highly Recommended,1,1,1,1,1,1,0,1
Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",72.0,3.0,"deep cocoa, sl. pungent, sandy",3.0,Recommended,1,1,1,1,0,0,0,2
Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",73.0,3.0,"roasted pear, cocoa, sour",3.25,Recommended,1,1,1,1,0,0,0,2
Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",75.0,3.0,"fatty, dominant roast, spice",3.25,Recommended,1,1,1,1,0,0,0,2
Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",68.0,3.0,"candied, sweet cocoa, roasty",3.25,Recommended,1,1,1,1,0,0,0,2
Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",67.0,3.0,"spice, coconut",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Machu Picchu Trading Co.,Peru,2010,Peru,Peru,55.0,3.0,"extremely sweet, vanilla",2.25,Disappointing,1,1,1,1,0,0,0,1
Machu Picchu Trading Co.,Peru,2011,Peru,Peru,70.0,3.0,"vanilla, strong chemical",1.5,Unpleasant,1,1,1,1,0,0,0,2
MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Uganda,75.0,3.0,"gritty, roasty, rubbery",2.5,Disappointing,1,1,1,1,0,0,0,2
MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,75.0,3.0,"gritty, cocoa base, ashey",2.75,Disappointing,1,1,1,1,0,0,0,2
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67.0,5.0,"sandy, red berry, cocoa",3.5,Highly Recommended,1,1,1,1,1,1,0,1
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75.0,5.0,"sticky, bitter, nutty",3.5,Highly Recommended,1,1,1,1,1,1,0,1
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70.0,5.0,"sandy, woody, peanut butter",3.75,Highly Recommended,1,1,1,1,1,1,0,1
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63.0,5.0,"intense, nutty, cocoa",4.0,Outstanding,1,1,1,1,1,1,0,1
Madhu,U.S.A.,2021,Colombia,Tumaco,70.0,2.0,"very sticky, nutty, woody",2.5,Disappointing,1,1,1,0,0,0,0,0
Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",72.0,4.0,"raisiny, chewy",2.75,Disappointing,1,1,1,1,1,0,0,1
Madre,U.S.A.,2011,Dominican Republic,Dominican,70.0,4.0,"sandy, sweet, strong vanilla",2.5,Disappointing,1,1,1,1,1,0,0,1
Madre,U.S.A.,2011,Costa Rica,Upala,70.0,4.0,"sticky, strong vanilla, pepper",2.75,Disappointing,1,1,1,1,1,0,0,1
Madre,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,4.0,"creamy, vanilla, rich fruit",3.25,Recommended,1,1,1,1,1,0,0,1
Madre,U.S.A.,2012,U.S.A.,"Criollo, Hawaii",70.0,4.0,"creamy, burnt nuts, woody",3.25,Recommended,1,1,1,1,1,0,0,1
Madre,U.S.A.,2012,U.S.A.,Kaua'i Island,70.0,4.0,"vanilla, brownie, peanut",3.5,Highly Recommended,1,1,1,1,1,0,0,1
Madre,U.S.A.,2013,Puerto Rico,Puerto Rico,70.0,4.0,"intense vanilla, swiss miss",2.75,Disappointing,1,1,1,1,1,0,0,1
Madre,U.S.A.,2013,U.S.A.,"Hawai'i Island, Choobua, Kona",70.0,4.0,"fatty, vanilla, candy-like",2.75,Disappointing,1,1,1,1,1,0,0,1
Madre,U.S.A.,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70.0,4.0,"vanilla, earthy, caramel",2.75,Disappointing,1,1,1,1,1,0,0,1
Madre,U.S.A.,2013,Brazil,Brazil,70.0,4.0,"strong vanilla, nut, coffee",3.5,Highly Recommended,1,1,1,1,1,0,0,1
Madre,U.S.A.,2017,Solomon Islands,Guadalcanal,73.0,2.0,"mild earthy, mild cocoa, nut",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Maglio,Italy,2008,Tanzania,Africa,75.0,4.0,"chalky, astringent, vanilla",2.0,Disappointing,1,1,1,1,1,0,0,1
Maglio,Italy,2008,Ecuador,Ecuador,70.0,4.0,"creamy, nutty, mass market",3.0,Recommended,1,1,1,0,1,1,0,1
Maglio,Italy,2008,Cuba,Cuba,70.0,5.0,"nutty, cooling sensation",3.25,Recommended,1,1,1,1,1,1,0,1
Maglio,Italy,2008,Dominican Republic,Santo Domingo,70.0,5.0,"creamy, hay, nutty",3.75,Highly Recommended,1,1,1,1,1,1,0,1
Majani,Italy,2010,Ecuador,Ecuador,70.0,4.0,"strong vanilla, some spice",2.0,Disappointing,1,1,1,1,0,1,0,1
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75.0,4.0,"cardboard, tea-like",2.75,Disappointing,1,1,1,1,0,1,0,1
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73.0,4.0,"creamy, sublte grape notes",3.5,Highly Recommended,1,1,1,1,0,1,0,1
Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65.0,5.0,"sandy, sweet, cocoa",3.5,Highly Recommended,1,1,1,1,1,1,0,1
Malai,Thailand,2018,Thailand,Chantaburi,70.0,3.0,"gummy, smokey, hammy",2.75,Disappointing,1,1,1,1,0,0,0,2
Malie Kai (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",55.0,5.0,"sweet, vanilla, easter candy",2.75,Disappointing,1,1,1,1,1,1,0,1
Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,5.0,"creamy, crunchy, very sweet",3.5,Highly Recommended,1,1,1,1,1,1,0,1
Malmo,Sweden,2016,Venezuela,Chuao,70.0,3.0,"hammy, unrecognizable",3.0,Recommended,1,1,1,1,0,0,0,2
Mana,U.S.A.,2012,Dominican Republic,Conacado,74.0,3.0,"berry, nutty, sour",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Mana,U.S.A.,2014,Peru,Peru,74.0,3.0,"rubber, off medicinal",2.5,Disappointing,1,1,1,1,0,0,0,2
Mana,U.S.A.,2014,Venezuela,Venezuela,74.0,3.0,"nutty, green",2.75,Disappointing,1,1,1,1,0,0,0,2
Mana,U.S.A.,2015,Ecuador,"Ecuador, batch 1212",74.0,2.0,"soil, wet, off notes",2.5,Disappointing,1,1,1,0,0,0,0,0
Manifesto Cacao,Colombia,2014,Colombia,Colombia,70.0,4.0,"muted, nutty",2.75,Disappointing,1,1,1,1,0,1,0,1
Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,3.0,"oily, tangy, fruit, earthy",2.75,Disappointing,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2012,Peru,"Piura, batch 173",72.0,3.0,"banana, menthol, medicinal",3.0,Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",72.0,3.0,"molassses, intense, off, herb",3.25,Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.0,"molasses, sweet, cocoa",3.25,Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",72.0,3.0,"orange, cocoa",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,72.0,3.0,"smoke, fruit",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2015,Costa Rica,Coto Brus,72.0,3.0,"dried fruit, balanced, cocoa",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2017,Peru,Ucayali,70.0,3.0,"sweet, fatty, fig",3.25,Recommended,1,1,1,1,0,0,0,2
Manoa,U.S.A.,2019,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70.0,3.0,"dried fruit,spicy,sticky,intense",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Manufaktura Czekolady,Poland,2012,Dominican Republic,Grand Cru Dominican Republic,70.0,2.0,"chewy, brownie like",3.25,Recommended,1,1,1,0,0,0,0,0
Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70.0,2.0,"grits, roaste brownie",3.25,Recommended,1,1,1,0,0,0,0,0
Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70.0,2.0,"cocoa, coconut",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85.0,2.0,"coarse, intense, nutty",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70.0,2.0,"nutty, intense, roasty",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Manufaktura Czekolady,Poland,2016,Peru,Peru,70.0,3.0,"nutty, roasty,",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70.0,3.0,"basic, balanced, deep cocoa",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70.0,3.0,"heavy roast, few grits, rich",2.75,Disappointing,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Colombia,Colombia,75.0,3.0,"roasty, coffee, rubber",2.75,Disappointing,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,3.0,"sweet, fatty, roasty",3.0,Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",70.0,3.0,"fruity, tangy, cocoa",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Peru,"Maranon, 2014",62.0,3.0,"delicate, caramel, peanut",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,70.0,3.0,"coarse, floral, rum",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,3.0,"rich, bright fruit",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,3.0,"lemon, spicy, cocoa",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2015,Honduras,Le Chocolat Chaud,78.0,3.0,"grassy, woody, sweet",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",75.0,3.0,"intense, sour, tart",3.25,Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2017,Vietnam,"Lam Dong, ""Red Poppy""",73.0,2.0,"earthy, tobacco, ashey",3.0,Recommended,1,1,1,0,0,0,0,0
Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",72.0,3.0,"off notes, rubbery, hammy",3.0,Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,3.0,"sweet, spicy, dirty",3.25,Recommended,1,1,1,1,0,0,0,2
Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,72.0,3.0,"complex, creamy, cherry",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marana,Peru,2016,Peru,Cusco,70.0,3.0,"smokey, dirty, sour",2.75,Disappointing,1,1,1,1,0,0,0,2
Marana,Peru,2021,Peru,"San Martin, Allima coop",80.0,3.0,"smoked nuts, tang",3.25,Recommended,1,1,1,1,0,0,0,2
Marana,Peru,2021,Peru,"Piura, Norandino coop, cacao blanco",70.0,3.0,"mild orange, herbaceous",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Maribea,U.S.A.,2021,Mexico,Tabasco,72.0,3.0,"earthy, musty, sweet",2.75,Disappointing,1,1,1,1,0,0,0,2
Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",72.0,3.0,"floral, earthy, acidic, harsh",2.75,Disappointing,1,1,1,1,0,0,0,2
Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",72.0,3.0,"delicate, nutty, butterscotch",3.25,Recommended,1,1,1,1,0,0,0,2
Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75.0,2.0,"earthy, coffee, roasty",3.25,Recommended,1,1,1,0,0,0,0,0
Markham & Fitz,U.S.A.,2018,Haiti,"Pisa, batch 58",75.0,2.0,"dried fruit, woody, dirty",2.75,Disappointing,1,1,1,0,0,0,0,0
Marou,Vietnam,2012,Vietnam,Tien Giang,80.0,3.0,"creamy, fatty, black pepper",3.0,Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2012,Vietnam,Ba Ria,76.0,3.0,citrus,3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2012,Vietnam,Dong Nai,72.0,3.0,"roasty, coffee",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70.0,3.0,"cocoa, spice, late sour",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2012,Vietnam,Ben Tre,78.0,3.0,"sticky, pepper, cinamon, rich",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2012,Vietnam,Lam Dong,74.0,3.0,"melon, roasty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75.0,3.0,"fatty, heavy roast, nutty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,2.0,"long, mild honey, rich cocoa",3.25,Recommended,1,1,1,0,0,0,0,0
Marou,Vietnam,2015,Vietnam,Ben Tre,68.0,2.0,"roasty, rich, coffee, nut",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70.0,2.0,spicy and fragrant,3.75,Highly Recommended,1,1,1,0,0,0,0,0
Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75.0,3.0,"fatty, roasty, nutty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Mars,U.S.A.,2010,Costa Rica,"Matina 1-6, prototype",65.0,3.0,"intense orange, floral",3.0,Recommended,1,1,1,1,0,0,0,2
Mars,U.S.A.,2010,Ivory Coast,"Ivory Coast, prototype",65.0,3.0,"chewy, earthy, spicy",3.0,Recommended,1,1,1,1,0,0,0,2
Mars,U.S.A.,2010,Nigeria,"Nigeria, prototype",65.0,3.0,"cocoa, earth, wheat",3.25,Recommended,1,1,1,1,0,0,0,2
Mars,U.S.A.,2010,Ghana,"Ghana, prototype",65.0,3.0,"intense, dark berry, cocoa",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,74.0,4.0,"waxy, rubber, medicinal",2.25,Disappointing,1,1,1,1,1,0,0,1
Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,89.0,4.0,"fatty, rubber, medicinal",2.5,Disappointing,1,1,1,1,1,0,0,2
Martin Mayer,Austria,2016,Bolivia,Alto Beni,76.0,3.0,"sticky, pungent, off note",2.75,Disappointing,1,1,1,1,0,0,0,2
Martin Mayer,Austria,2016,Haiti,Pisa,82.0,3.0,"sandy, earthy, sweet edge",3.0,Recommended,1,1,1,1,0,0,0,2
Martin Mayer,Austria,2016,Colombia,Tumaco,74.0,3.0,"sandy, mild floral, mild nutty",3.25,Recommended,1,1,1,1,0,0,0,2
Mast Brothers,U.S.A.,2010,Venezuela,Patanemo,81.0,2.0,"sticky, woody, musty",2.75,Disappointing,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,75.0,2.0,"dry, sticky, nutty, earthy",3.0,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",70.0,2.0,"sticky, earthy, coffee",3.25,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Light Roast",81.0,2.0,"gritty, high astringent, sour",2.75,Disappointing,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,71.0,2.0,"gritty, sticky, smoke,hammy",2.75,Disappointing,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Med. Roast",76.0,2.0,"sandy, strawberry, sour",3.0,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",70.0,2.0,"dry, sandy, intense, berry",3.0,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Peru,San Martin,75.0,2.0,"orange,lemon,coffee ground",3.0,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,73.0,2.0,"dry, gritty, red berry, coffee",3.25,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,72.0,2.0,"rich cocoa, coffee, roasty",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Belize,Moho River,70.0,2.0,"gritty, tangy, cocoa",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74.0,2.0,"gritty, raspberry, sour",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2012,Blend,Madagascar,72.0,2.0,"gritty, overly tart, sour",2.5,Disappointing,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2012,Venezuela,Chuao,73.0,2.0,"gritty, sour, sweet",2.75,Disappointing,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,2.0,"gritty, fruit, tart, rich",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75.0,2.0,"tart, deep choco",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2015,Guatemala,Guatemala,76.0,2.0,"mild bitter, citrus, intense",3.0,Recommended,1,1,1,0,0,0,0,0
Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,74.0,2.0,"green, vegetal, mild spice",3.25,Recommended,1,1,1,0,0,0,0,0
Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72.0,3.0,"sticky, butterscotch, nutty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70.0,3.0,"nutty, fruity, spicy",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Matale,Australia,2013,Madagascar,"Somia, 2013",68.0,3.0,"sticky, red fruit",4.0,Outstanding,1,1,1,1,0,0,0,2
Matale,Australia,2013,Papua New Guinea,"Kulili P., 2013",74.0,3.0,"creamy, grassy, smoke, nut",4.0,Outstanding,1,1,1,1,0,0,0,2
Maui Kuia,U.S.A.,2021,U.S.A.,"Kuia Estate, Hawaii, lot 083122",70.0,3.0,"sweet, banana, mild sour orange",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Maverick,U.S.A.,2014,Belize,Maya Mountain,70.0,2.0,"heavy roast, smoke",3.25,Recommended,1,1,1,0,0,0,0,0
Maverick,U.S.A.,2014,Dominican Republic,Elvesia,70.0,2.0,"roasty, coffee",3.25,Recommended,1,1,1,0,0,0,0,0
Maverick,U.S.A.,2014,Peru,Tumbes,82.0,2.0,"intense, burnt, bitter, spice",3.25,Recommended,1,1,1,0,0,0,0,0
Maverick,U.S.A.,2014,Peru,"Morropon, Norandiono Coop, Piura",63.0,3.0,"sweet, cherry, cream, raisin",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",70.0,3.0,"nutty, cheese, savory",3.0,Recommended,1,1,1,1,0,0,0,2
Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",75.0,3.0,"roasty, hammy, dirty",3.0,Recommended,1,1,1,1,0,0,0,2
Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",65.0,3.0,"sweet edge, sour fruit",3.25,Recommended,1,1,1,1,0,0,0,2
Mayacama,U.S.A.,2016,Dominican Republic,Hispaniola,72.0,2.0,"gritty, sweet, earthy",3.0,Recommended,1,1,1,0,0,0,0,0
McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70.0,3.0,"musty, woody, rubbery, roasty",2.5,Disappointing,1,1,1,1,0,0,0,2
McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70.0,3.0,"cocoa, strawberry",3.25,Recommended,1,1,1,1,0,0,0,2
Meadowlands,U.S.A.,2014,Bolivia,Bolivia,70.0,2.0,"pungent, off",2.5,Disappointing,1,1,1,0,0,0,0,0
Meadowlands,U.S.A.,2014,Venezuela,Venezuela,70.0,2.0,"molasses, sweet, choco",2.75,Disappointing,1,1,1,0,0,0,0,0
Meadowlands,U.S.A.,2014,Belize,Belize,70.0,2.0,"spicy, metallic, molasses",3.0,Recommended,1,1,1,0,0,0,0,0
Meadowlands,U.S.A.,2014,Nicaragua,"Nicaragua, w/ inbs",70.0,2.0,"fatty, sligthly bland, earthy",3.0,Recommended,1,1,1,0,0,0,0,0
Meadowlands,U.S.A.,2014,Dominican Republic,Dominican Republic,70.0,2.0,"high roast, nutty, deep choco",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85.0,2.0,"floral, earthy, bitter",2.5,Disappointing,1,1,1,0,0,0,0,0
Mellow,Denmark,2019,Dominican Republic,"Oko Caribe, El Cibao, 2018 Harvest",70.0,2.0,"dry, floral, dirty, coconut",2.75,Disappointing,1,1,1,0,0,0,0,0
Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,2.0,"smooth, coconut, cocoa",3.25,Recommended,1,1,1,0,0,0,0,0
Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,2.0,"creamy, coconut, cocoa",3.25,Recommended,1,1,1,0,0,0,0,0
Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,80.0,4.0,"sticky, tart, slight burnt",2.5,Disappointing,1,1,1,1,0,1,0,2
Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72.0,4.0,"uneven, smokey, hammy",2.5,Disappointing,1,1,1,1,0,1,0,1
Mesocacao,Honduras,2014,Honduras,Honduras,80.0,3.0,"intense, ham, butterscotch",3.25,Recommended,1,1,1,1,0,0,0,2
Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70.0,3.0,"acidic, pomegrant, brownie",3.25,Recommended,1,1,1,1,0,0,0,2
Mesocacao,Honduras,2014,Honduras,Honduras,70.0,3.0,"intense, grassy, spicy, rich",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80.0,3.0,"dried fruit, rich cocoa",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Mesocacao,Honduras,2015,El Salvador,El Salvador,80.0,3.0,"fatty, bitter, woody, roasty",2.75,Disappointing,1,1,1,1,0,0,0,2
Mesocacao,Honduras,2015,El Salvador,El Salvador,70.0,3.0,"dairy, caramel",3.0,Recommended,1,1,1,1,0,0,0,2
Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75.0,3.0,"earthy, floral, rubbery",2.5,Disappointing,1,1,1,1,0,0,0,2
Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70.0,3.0,"fatty, creamy, olive",3.0,Recommended,1,1,1,1,0,0,0,2
Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72.0,3.0,"creamy, fatty, mild cherry",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Metiisto,Australia,2018,Solomon Islands,"Patovaki, Paspaskato Is",72.0,3.0,"roasty/smokey, high acidity",3.25,Recommended,1,1,1,1,0,0,0,2
